source,source_type,url,author_or_company,title,text,published_at,country,category,need_type,pain_summary,current_workaround,payment_signal,pain_signal,saas_signal,fit_signal,score_authenticity,score_payment_intent,score_pain_strength,score_user_fit,score_saas_potential,total_score,reason,status,first_seen_at,last_seen_at,company,website,contact_page_or_public_contact,possible_offer,competitor,workflow,feature_request,potential_tester,important_update,evidence_url,evidence_text,buyer_type,deadline,cash_score,market_score,solo_fit,feedback,feedback_at,feedback_issue,validation_value,feedback_penalty,pain_cluster
hackernews,public_post,https://news.ycombinator.com/item?id=49722178,Zambyte,How much of F-Droid is LLM generated?,"No problem. I think it's less of people withholding information to have an advantage, and more people still not having settled on a workflow they like. Herdr is the most recent addition in my workflow as of only a few days ago, but it directly solves problems I have been having (juggling tons of terminals, even with my tiling wm has been a little unwieldy). The rest I've pretty much settled into for a while now.",2026-09-16T04:42:50Z,UNKNOWN,,automation/internal tools,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Small scoped service hypothesis,5,0,0,4,0,1.8,"Rules v3; owner=True; buyer request=False; personal pain=False; concrete workflow=True; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,Propose a small paid pilot for: automation/internal tools,UNKNOWN,"I think it's less of people withholding information to have an advantage, and more people still not having settled on a workflow they like.",UNKNOWN,UNKNOWN,False,https://news.ycombinator.com/item?id=49722178,"No problem. I think it's less of people withholding information to have an advantage, and more people still not having settled on a workflow they like. Herdr is the most recent addition in my workflow as of only a few days ago, but it directly solves problems I have been having (juggling tons of terminals, even with my tiling wm has been a little unwieldy). The rest I've pretty much settled into for a while now.",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49722149,Lammy,"Negativland, Culture Jamming, and the Art of Making Something New","I love the track from Escape From Noise (1987) that predicts our current housing crisis and criticizes the hypocrisy of anti-development mindsets and Prop 13 and all of that by comparing it to the way people talk about firearms prohibitions. “When no more can be sold, you can see that the majority of adults will be virtually prohibited from ever owning one” — “so if you've always admired parts of Piedmont or Orinda…” — “well you could buy one, if you could convince someone to sell you his, and if you're willing to pay his price” https://www.youtube.com/watch?v=4vPCIWbCOyY (I will be at this irl btw)",2026-09-16T04:38:04Z,UNKNOWN,,document/data processing,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Small scoped service hypothesis,5,2,0,4,0,2.2,"Rules v3; owner=True; buyer request=False; personal pain=False; concrete workflow=True; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,Propose a small paid pilot for: document/data processing,UNKNOWN,I love the track from Escape From Noise (1987) that predicts our current housing crisis and criticizes the hypocrisy of anti-development mindsets and Prop 13 and all of that by comparing it to the way people talk about firearms prohibitions.,UNKNOWN,POSSIBLE — confirm interest,False,https://news.ycombinator.com/item?id=49722149,"I love the track from Escape From Noise (1987) that predicts our current housing crisis and criticizes the hypocrisy of anti-development mindsets and Prop 13 and all of that by comparing it to the way people talk about firearms prohibitions. “When no more can be sold, you can see that the majority of adults will be virtually prohibited from ever owning one” — “so if you've always admired parts of Piedmont or Orinda…” — “well you could buy one, if you could convince someone to sell you his, and if you're willing to pay his price” https://www.youtube.com/watch?v=4vPCIWbCOyY (I will be at this irl btw)",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49722112,fortran77,"Show HN: I made a flight simulator, except you're just a passenger","What a great idea! How about, a kid behind kicking your chair, the person in front of you abruptly putting his seat back all the way, and a person of size next to you spilling into your seat.",2026-09-16T04:31:58Z,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Needs scope review,1,0,0,0,0,0.2,"Rules v3; owner=False; buyer request=False; personal pain=False; concrete workflow=False; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False,https://news.ycombinator.com/item?id=49722112,"What a great idea! How about, a kid behind kicking your chair, the person in front of you abruptly putting his seat back all the way, and a person of size next to you spilling into your seat.",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49722076,mikem170,Houthis 'take control' of key island in global shipping route,"> Please cite these things that are factually incorrect. At the top of our thread, where you said Iran did not follow the JCPOA [0] and that they were denying access to military sites [1] where they were doing nuclear research. Repeated in another thread [2] under this topic. I presented sources indicated your statments were not accurate [3]. You said that you didn't have sources at the moment and might need to conceded that point [4]. >> Israel vs Palestine more recently, fighting over ancient holy sites. > That's not recent. Don't you know your history? They have been fighting recently, and still are. Maybe we are misunderstanding each other on this one. > Persian != Muslim - don't you know your history? I didn't say they were. I said that they are a proud people. And not happy to be imposed upon. > The Persians, the Iranians, they forget about this stuff just like every other country. Nobody has a ""long memory"", and if Iran is holding on to some 2,000 year old grudge The CIA admitted to overthrowing their democratically elected government in the 1950s [5], putting the Shah back in power, who went on to abuse the people of that country. That's not 2000 years ago. They got out from under that in 1979. And that wasn't a good thing for the people there, either. > Most people don't care about Islam or Muslims. This is unlike Islamic countries who care very much if you aren't Islamic. Maybe Islamic countries should grow up and get with the times? I saw more anti-mulsim sentiment in the U.S. during the war against Iraq. Shockingly unexpected sometimes, like random enounters with a Walmart manager making small talk. I still see anti-muslim sentiment now in relation to refugees who look different. Group think, fanned by meme's on facebook. I assume the same happens in Muslim countries. It's pretty easy to whip up public sentiment against colonial masters. And it's pretty easy to show ""Death to America!"" videos to Americans and get them all hopped up, too. It's how they maniuplate us. They don't tell prople that Iranians also say ""Death to traffic!"" [6] like Americans say ""Fuck traffic!"" > As an aside I detest JD Vance but he's calling this guy evil primarily because he's a communist, not a Muslim. I agree with your sentiment on JD Vance in general, but he mentioned religion is his Michigan speech about Abdul el Sayed, I didn't see any mention of communism: “What I see is a man who has sympathy and compassion for people who share his religion, but have nothing for people who don’t. A person who will apologize for a murderer so long as he looks the right way, but will not understand the plight of an innocent child if that person has the wrong faith” [7] Question: Do you have a different source on what JD Vance said? Why do you think he meant communism? There's things that need to be talked about in reference to the relationship with Iran. I think we should talk about what is true, and not be misled by propaganda. [0] https://news.ycombinator.com/item?id=49660178 [1] https://news.ycombinator.com/item?id=49661916#49663356 [2] https://news.ycombinator.com/item?id=49658299#49661062 [3] https://news.ycombinator.com/item?id=49661916#49665530 [4] https://news.ycombinator.com/item?id=49661916#49665633 [5] https://apnews.com/article/iran-1953-coup-cia-218323db3cc1ac... [6] https://www.ricksteves.com/watch-read-listen/video/tv-show/t... [7] https://edition.cnn.com/2026/08/31/politics/jd-vance-abdul-e...",2026-09-16T04:25:54Z,UNKNOWN,,document/data processing,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Needs scope review,3,2,0,2,0,1.4,"Rules v3; owner=True; buyer request=False; personal pain=False; concrete workflow=False; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,Propose a small paid pilot for: document/data processing,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False,https://news.ycombinator.com/item?id=49722076,"> Please cite these things that are factually incorrect. At the top of our thread, where you said Iran did not follow the JCPOA [0] and that they were denying access to military sites [1] where they were doing nuclear research. Repeated in another thread [2] under this topic. I presented sources indicated your statments were not accurate [3]. You said that you didn't have sources at the moment and might need to conceded that point [4]. >> Israel vs Palestine more recently, fighting over ancient holy sites. > That's not recent. Don't you know your history? They have been fighting recently, and still are. Maybe we are misunderstanding each other on this one. > Persian != Muslim - don't you know your history? I didn't say they were. I said that they are a proud people. And not happy to be imposed upon. > The Persians, the Iranians, they forget about this stuff just like every other country. Nobody has a ""long memory"", and if Iran is holding on to some 2,000 year old grudge The CIA admitted to overthrowing their democratically elected government in the 1950s [5], putting the Shah back in power, who went on to abuse the people of that country. That's not 2000 years ago. They got out from under that in 1979. And that wasn't a good thing for the people there, either. > Most people don't care about Islam or Muslims. This is unlike Islamic countries who care very much if you aren't Islamic. Maybe Islamic countries should grow up and get with the times? I saw more anti-mulsim sentiment in the U.S. during the war against Iraq. Shockingly unexpected sometimes, like random enounters with a Walmart manager making small talk. I still see anti-muslim sentiment now in relation to refugees who look different. Group think, fanned by meme's on facebook. I assume the same happens in Muslim countries. It's pretty easy to whip up public sentiment against colonial masters. And it's pretty easy to show ""Death to America!"" videos to Americans and get them all hopped up, too. It's how they maniuplate us. They don't tell prople that Iranians also say ""Death to traffic!"" [6] like Americans say ""Fuck traffic!"" > As an aside I detest JD Vance but he's calling this guy evil primarily because he's a communist, not a Muslim. I agree with your sentiment on JD Vance in general, but he mentioned religion is his Michigan speech about Abdul el Sayed, I didn't see any mention of communism: “What I see is a man who has sympathy and compassion for people who share his religion, but have nothing for people who don’t. A person who will apologize for a murderer so long as he looks the right way, but will not understand the plight of an innocent child if that person has the wrong faith” [7] Question: Do you have a different source on what JD Vance said? Why do you think he meant communism? There's things that need to be talked about in reference to the relationship with Iran. I think we should talk about what is true, and not be misled by propaganda. [0] https://news.ycombinator.com/item?id=49660178 [1] https://news.ycombinator.com/item?id=49661916#49663356 [2] https://news.ycombinator.com/item?id=49658299#49661062 [3] https://news.ycombinator.com/item?id=49661916#49665530 [4] https://news.ycombinator.com/item?id=49661916#49665633 [5] https://apnews.com/article/iran-1953-coup-cia-218323db3cc1ac... [6] https://www.ricksteves.com/watch-read-listen/video/tv-show/t... [7] https://edition.cnn.com/2026/08/31/politics/jd-vance-abdul-e...",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49722064,ip26,Let's make quality the norm again,"The dark part is you, as a consumer who is willing to pay to not watch ads, are worth considerably more than a few cents to advertise to. In fact, the more you are willing to pay to have no ads, the more valuable showing ads to you is…",2026-09-16T04:23:54Z,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Needs scope review,1,0,0,0,0,0.2,"Rules v3; owner=False; buyer request=False; personal pain=False; concrete workflow=False; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False,https://news.ycombinator.com/item?id=49722064,"The dark part is you, as a consumer who is willing to pay to not watch ads, are worth considerably more than a few cents to advertise to. In fact, the more you are willing to pay to have no ads, the more valuable showing ads to you is…",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49722006,sgc,Show HN: Pizza Bot – An inbox for AI agents that work in the background,"I need to be able to enforce structured output easily (json, and xml if possible). That would be my number one slightly less than typical requirement. Other than that, I like to insert agents into deterministic workflows, so some way to easily have deterministic steps (calling a script rather than delegating to an agent, but determined by the workflow rather than the agent). However this second one is likely out of scope for a while, since it is the inverse of the typical agent workflow. I could probably work this out clunkily by polling the cli from an external master script, but it would be cool to have it all inside the box.",2026-09-16T04:13:39Z,UNKNOWN,,automation/internal tools,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Small scoped service hypothesis,5,2,0,4,0,2.2,"Rules v3; owner=True; buyer request=False; personal pain=False; concrete workflow=True; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,Propose a small paid pilot for: automation/internal tools,UNKNOWN,"Other than that, I like to insert agents into deterministic workflows, so some way to easily have deterministic steps (calling a script rather than delegating to an agent, but determined by the workflow rather than the agent).",UNKNOWN,POSSIBLE — confirm interest,False,https://news.ycombinator.com/item?id=49722006,"I need to be able to enforce structured output easily (json, and xml if possible). That would be my number one slightly less than typical requirement. Other than that, I like to insert agents into deterministic workflows, so some way to easily have deterministic steps (calling a script rather than delegating to an agent, but determined by the workflow rather than the agent). However this second one is likely out of scope for a while, since it is the inverse of the typical agent workflow. I could probably work this out clunkily by polling the cli from an external master script, but it would be cool to have it all inside the box.",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49721792,anenefan,'My Husband Has No Friends',"I would say the culture one exists in, has a greater impact on what the norm is for time outside of work. I'd also note one can be surrounded by people but still unable to form any deeper friendship than what exists with the average work associate, so for some guys it should be no surprise their best friend ever is their own spouse. > Julie Menanno, a couples therapist and attachment-theory expert who is the author of the best seller Secure Love: Create a Relationship That Lasts a Lifetime, thinks the larger issue is that men, married or not, don’t even process the fact that they crave connection. “They’re so disconnected from their emotional-relationship needs that they don’t realize, ‘Hey, I feel lonely.’” Maybe cultural differences is why I think that has to be the oddest thing to hear a relationship specialist claim. A lot of married guys I've known (I am myself perpetually single, though seem to be some sort of sounding board for whatever reason) are generally acutely aware if their wife or someone they consider a close friend has withdrawn without any apparent good reasons [1] and are frustrated they not able to connect with their spouse or friend as they once did. Single guys who've missed finding their sweethearts by their early mid 20s, until a time they still feel not too old to consider the possibility of a wife and perhaps children are generally not about to admit how lonely they feel or immerse themselves in that loneliness - they're more likely to be too busy to notice, life just happens as they work, look for work and spend their moments away from work, with friends and family, fleeting relationships, and casual hookups, while perhaps dwelling on reasons, fate or providence, a need to have a better job, etc, for why they can't seem to find that special someone. [1] extra commitments due to more work, community involvement, club, P&C (school) association or charity events ...",2026-09-16T03:32:39Z,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Needs scope review,3,0,3,0,0,1.2,"Rules v3; owner=True; buyer request=False; personal pain=False; concrete workflow=False; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False,https://news.ycombinator.com/item?id=49721792,"I would say the culture one exists in, has a greater impact on what the norm is for time outside of work. I'd also note one can be surrounded by people but still unable to form any deeper friendship than what exists with the average work associate, so for some guys it should be no surprise their best friend ever is their own spouse. > Julie Menanno, a couples therapist and attachment-theory expert who is the author of the best seller Secure Love: Create a Relationship That Lasts a Lifetime, thinks the larger issue is that men, married or not, don’t even process the fact that they crave connection. “They’re so disconnected from their emotional-relationship needs that they don’t realize, ‘Hey, I feel lonely.’” Maybe cultural differences is why I think that has to be the oddest thing to hear a relationship specialist claim. A lot of married guys I've known (I am myself perpetually single, though seem to be some sort of sounding board for whatever reason) are generally acutely aware if their wife or someone they consider a close friend has withdrawn without any apparent good reasons [1] and are frustrated they not able to connect with their spouse or friend as they once did. Single guys who've missed finding their sweethearts by their early mid 20s, until a time they still feel not too old to consider the possibility of a wife and perhaps children are generally not about to admit how lonely they feel or immerse themselves in that loneliness - they're more likely to be too busy to notice, life just happens as they work, look for work and spend their moments away from work, with friends and family, fleeting relationships, and casual hookups, while perhaps dwelling on reasons, fate or providence, a need to have a better job, etc, for why they can't seem to find that special someone. [1] extra commitments due to more work, community involvement, club, P&C (school) association or charity events ...",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49723537,antonvs,Stay discoverable in search while disallowing AI training,"A better business model won’t help. What you need is a better economic and political system. If you “let the market decide” what advertising looks like, you get what we have today, because “let the market decide” is an incoherent claim that’s really shorthand for the rule of a wealthy minority. Advertising is just a convenient way to extract wealth from a society without having to go to all the trouble of satisfying customers.",2026-09-16T08:26:46Z,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Needs scope review,3,0,0,0,0,0.6,"Rules v3; owner=True; buyer request=False; personal pain=False; concrete workflow=False; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False,https://news.ycombinator.com/item?id=49723537,"A better business model won’t help. What you need is a better economic and political system. If you “let the market decide” what advertising looks like, you get what we have today, because “let the market decide” is an incoherent claim that’s really shorthand for the rule of a wealthy minority. Advertising is just a convenient way to extract wealth from a society without having to go to all the trouble of satisfying customers.",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49723485,utopiah,Why I'm still bearish on LLMs after Navier-Stokes,"Tired of that trope, I already wrote it before but ""Those who can accept failure cheaply: firms that would otherwise hire interns, firms involved in rapid prototyping work, etc."" is not correct. I won't comment on hiring interns as that's not my expertise (even though if you want to teach your staff, obviously I can see a problem there) but I can comment on rapid prototyping, it's what I do. Rapid prototyping is NOT making a CMS quick. It's not about making a quick mockup of a UI. It's not about making yet another well known... anything. The entire POINT of prototyping is to make something NEVER done before. Typically that means you are reaching the frontier. You are making something with NO documentation to rely on. You are using tools, hardware or software, which do NOT have tons of StackOverflow errors. There is no dataset to crawl, there is no well structured Q&A database to train on. You have to poke and see if the thing actually works as expected, and it often does not. So sure, if you are using interns as a trick to underpay your staff, or if you are using prototyping as an excuse to build poor quality software fast, maybe it does help. If you are genuinely prototyping, it breaks fast and the supervision overhead makes it pretty pointless, especially since typically it's by actually implementing that you find out not just how the new setup works, but also its limits, and thus the actual needs of the project, not the one the stakeholder imagined would be. So not, not for rapid prototyping either. TL;DR: prototyping is a learning process, not a low fidelity output. PS: this comes up very often from NON prototypists that I wrote a short piece about it https://fabien.benetou.fr/Content/GoodPrototypesAre10LinesLo... so much so that it feels like a pattern ""GenAI/LLMs is good for tasks X"" while the author actually does not do task X except very superficially.",2026-09-16T08:18:56Z,UNKNOWN,,website/development,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Small scoped service hypothesis,5,0,0,4,0,1.8,"Rules v3; owner=True; buyer request=False; personal pain=False; concrete workflow=True; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,Propose a small paid pilot for: website/development,UNKNOWN,"TL;DR: prototyping is a learning process, not a low fidelity output.",UNKNOWN,UNKNOWN,False,https://news.ycombinator.com/item?id=49723485,"Tired of that trope, I already wrote it before but ""Those who can accept failure cheaply: firms that would otherwise hire interns, firms involved in rapid prototyping work, etc."" is not correct. I won't comment on hiring interns as that's not my expertise (even though if you want to teach your staff, obviously I can see a problem there) but I can comment on rapid prototyping, it's what I do. Rapid prototyping is NOT making a CMS quick. It's not about making a quick mockup of a UI. It's not about making yet another well known... anything. The entire POINT of prototyping is to make something NEVER done before. Typically that means you are reaching the frontier. You are making something with NO documentation to rely on. You are using tools, hardware or software, which do NOT have tons of StackOverflow errors. There is no dataset to crawl, there is no well structured Q&A database to train on. You have to poke and see if the thing actually works as expected, and it often does not. So sure, if you are using interns as a trick to underpay your staff, or if you are using prototyping as an excuse to build poor quality software fast, maybe it does help. If you are genuinely prototyping, it breaks fast and the supervision overhead makes it pretty pointless, especially since typically it's by actually implementing that you find out not just how the new setup works, but also its limits, and thus the actual needs of the project, not the one the stakeholder imagined would be. So not, not for rapid prototyping either. TL;DR: prototyping is a learning process, not a low fidelity output. PS: this comes up very often from NON prototypists that I wrote a short piece about it https://fabien.benetou.fr/Content/GoodPrototypesAre10LinesLo... so much so that it feels like a pattern ""GenAI/LLMs is good for tasks X"" while the author actually does not do task X except very superficially.",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49723307,vkvkakal,A.I. Slopware Is Everywhere Now. Nobody Is Using It.,"It seems practically impossible for AI software to become a fully finished product that everyone can use as is without modification. The tools that were made public had too many unnecessary features to apply to my environment, and the features I actually needed couldn’t be used precisely, so I ended up having to modify them or implement them myself. So rather than software that provides specific features, it seems that small tools that help implement the software you need are gaining more attention.",2026-09-16T07:53:38Z,UNKNOWN,,website/development,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Needs scope review,3,0,0,2,0,1.0,"Rules v3; owner=True; buyer request=False; personal pain=False; concrete workflow=False; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,Propose a small paid pilot for: website/development,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False,https://news.ycombinator.com/item?id=49723307,"It seems practically impossible for AI software to become a fully finished product that everyone can use as is without modification. The tools that were made public had too many unnecessary features to apply to my environment, and the features I actually needed couldn’t be used precisely, so I ended up having to modify them or implement them myself. So rather than software that provides specific features, it seems that small tools that help implement the software you need are gaining more attention.",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49723163,gf000,Java 27,"> Structured Concurrency I think the two languages mean slightly different things here. In any case, Java's model is so much more simpler that I don't think they are honestly comparable. In kotlin's case you have to be very on top of your game to have a chance of correctly using it - there is concurrency, parallelism, exception handling all combined into a single abstraction in a non-native way - so your stack traces will be useless/swallowed etc on incorrect usage. Of course the usual caveat applies, just use java's abstraction if you need that. > Standalone function Don't really see the benefit, if anything it creates place for style disagreements. A SomethingUtil class was just fine (and findable). > Properties Difficult topic with both cons and pros. > Data classes Exactly because they are ""more powerful"" they are strictly worse. A design element is just as much about what it is as it isn't. Copy is good though. > Delegation Used a couple of times, but it's not the full blown thing (see manifold) > Extension method I will be honest, I really dislike these. They can occasionally help a bit with some DSL, but for the most part they just make code very hard to read. I much prefer a normal static method instead. > Context parameters One of the few useful syntactic sugar. > Operator overloading Argued to death already :) > Inline function Feels more like a hack to support some of these extra features than something you would want to use yourself > Block syntax For the rare DSL usecase it's useful. Everywhere else I really dislike it and the accompanying coding style. These .also and similar implicit receiver thingies are just straight up evil. All in all, there are a few things that are very elegant in kotlin, but I feel they went the c++ c# way of over abstracting just to have a long feature list.",2026-09-16T07:30:55Z,UNKNOWN,,website/development,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Small scoped service hypothesis,5,0,0,4,0,1.8,"Rules v3; owner=True; buyer request=False; personal pain=False; concrete workflow=True; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,Propose a small paid pilot for: website/development,"In kotlin's case you have to be very on top of your game to have a chance of correctly using it - there is concurrency, parallelism, exception handling all combined into a single abstraction in a non-native way - so your stack traces will be useless/swallowed etc on incorrect usage.",Copy is good though.,UNKNOWN,UNKNOWN,False,https://news.ycombinator.com/item?id=49723163,"> Structured Concurrency I think the two languages mean slightly different things here. In any case, Java's model is so much more simpler that I don't think they are honestly comparable. In kotlin's case you have to be very on top of your game to have a chance of correctly using it - there is concurrency, parallelism, exception handling all combined into a single abstraction in a non-native way - so your stack traces will be useless/swallowed etc on incorrect usage. Of course the usual caveat applies, just use java's abstraction if you need that. > Standalone function Don't really see the benefit, if anything it creates place for style disagreements. A SomethingUtil class was just fine (and findable). > Properties Difficult topic with both cons and pros. > Data classes Exactly because they are ""more powerful"" they are strictly worse. A design element is just as much about what it is as it isn't. Copy is good though. > Delegation Used a couple of times, but it's not the full blown thing (see manifold) > Extension method I will be honest, I really dislike these. They can occasionally help a bit with some DSL, but for the most part they just make code very hard to read. I much prefer a normal static method instead. > Context parameters One of the few useful syntactic sugar. > Operator overloading Argued to death already :) > Inline function Feels more like a hack to support some of these extra features than something you would want to use yourself > Block syntax For the rare DSL usecase it's useful. Everywhere else I really dislike it and the accompanying coding style. These .also and similar implicit receiver thingies are just straight up evil. All in all, there are a few things that are very elegant in kotlin, but I feel they went the c++ c# way of over abstracting just to have a long feature list.",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49723094,autuni,How much of F-Droid is LLM generated?,"I guess the point you're trying to make is that apps developed by LLMs don't need to be all that bad, but the problem here is that you can't know who does their due diligence with auditing their own code and who doesn't, and you can't expect potential users to do it either. Especially not when similar apps get published at increasingly faster rates. LLMs also helps inexperienced engineers (or people who do not have any own software engineering skills themselves) to write horrible code in less time. Of course you also can't trust everything human developers publish either, but the issue is amplified by LLMs.",2026-09-16T07:19:34Z,UNKNOWN,,website/development,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Needs scope review,3,2,0,2,0,1.4,"Rules v3; owner=True; buyer request=False; personal pain=False; concrete workflow=False; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,Propose a small paid pilot for: website/development,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False,https://news.ycombinator.com/item?id=49723094,"I guess the point you're trying to make is that apps developed by LLMs don't need to be all that bad, but the problem here is that you can't know who does their due diligence with auditing their own code and who doesn't, and you can't expect potential users to do it either. Especially not when similar apps get published at increasingly faster rates. LLMs also helps inexperienced engineers (or people who do not have any own software engineering skills themselves) to write horrible code in less time. Of course you also can't trust everything human developers publish either, but the issue is amplified by LLMs.",,,0,0,UNKNOWN,,,,0,0,
hackernews,public_post,https://news.ycombinator.com/item?id=49723066,1dom,Why I'm still bearish on LLMs after Navier-Stokes,"The last post on HN I read was about someone using LLMs to reverse engineer an Apple GPU driver for linux in a month. The top comment points out how the poster must have had specialist internal domain specific contact with Apple. But then the thread concludes that wasn't the case and that this would take domain experts years to do. > ""current frontier models need laborious oversight and guardrails on even the simplest tasks"" I feel this statement is extreme. I can't personally reconcile it with any of the projects we're regularly seeing get delivered largely by LLMs now. What are you thoughts? Like, what's your position here? Even if you sincerely believe frontier models need laborious oversight on even the simplest of tasks, do you think that accurately captures and reflects the current state and progress of frontier LLMs? Don't get me wrong, there's lots of things LLMs can't do well, but the idea that they're basically not helpful for even the simplest of tasks seems... disingenuous?",2026-09-16T07:15:57Z,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Insufficient recurring evidence,Needs scope review,3,0,0,0,0,0.6,"Rules v3; owner=True; buyer request=False; personal pain=False; concrete workflow=False; recurring/quantity=False; ad=False; recruiter=False; negative=False. Scores are estimates, not verified purchase intent.",NEW,2026-09-16T08:30:27+00:00,2026-09-16T08:30:27+00:00,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,False,https://news.ycombinator.com/item?id=49723066,"The last post on HN I read was about someone using LLMs to reverse engineer an Apple GPU driver for linux in a month. The top comment points out how the poster must have had specialist internal domain specific contact with Apple. But then the thread concludes that wasn't the case and that this would take domain experts years to do. > ""current frontier models need laborious oversight and guardrails on even the simplest tasks"" I feel this statement is extreme. I can't personally reconcile it with any of the projects we're regularly seeing get delivered largely by LLMs now. What are you thoughts? Like, what's your position here? Even if you sincerely believe frontier models need laborious oversight on even the simplest of tasks, do you think that accurately captures and reflects the current state and progress of frontier LLMs? Don't get me wrong, there's lots of things LLMs can't do well, but the idea that they're basically not helpful for even the simplest of tasks seems... disingenuous?",,,0,0,UNKNOWN,,,,0,0,
